,Municipality,Province,Season,Crop,Area,Production
28939,28,382,1,11,59589.0,125852.0
28940,28,382,2,7,2860.0,11543.0
28941,28,382,2,11,17738.0,31183.0
28942,28,382,4,0,297.0,7248.0
28943,28,382,4,2,1.0,11428.0
28944,28,382,4,4,91.0,1753.0
28945,28,382,4,8,2725.0,4264.0
28946,28,382,4,9,122.0,2177.0
28947,28,382,4,10,13.0,1696.0
28948,28,382,1,7,109775.0,204511.0
28949,28,382,1,11,63923.0,164218.0
28950,28,382,2,7,2598.0,11439.0
28951,28,382,2,11,22380.0,51787.0
28952,28,382,4,0,121.0,1694.0
28953,28,382,4,4,141.0,2691.0
28954,28,382,4,8,2877.0,8162.0
28955,28,382,4,9,140.0,766.0
28956,28,382,4,10,9.0,817.0
28957,28,382,1,7,111670.0,223117.0
28958,28,382,1,11,49327.0,95546.0
28959,28,382,2,7,2188.0,4842.0
28960,28,382,2,11,13134.0,28934.0
28961,28,382,4,0,48.0,1188.0
28962,28,382,4,2,1.0,11789.0
28963,28,382,1,7,118800.0,337511.0
28964,28,382,1,11,59452.0,171519.0
28965,28,382,2,7,1940.0,5907.0
28966,28,382,2,11,25821.0,75810.0
28967,28,382,4,0,4.0,84.0
28968,28,382,4,2,1.0,8702.0
28969,28,382,1,7,101937.0,155250.0
28970,28,382,1,11,63532.0,166136.0
28971,28,382,2,7,2321.0,6745.0
28972,28,382,2,11,38446.0,109110.0
28973,28,382,4,0,525.0,12780.0
28974,28,382,4,2,1.0,13017.0
28975,28,382,1,7,98000.0,418000.0
28976,28,382,1,11,58000.0,164000.0
28977,28,382,2,7,3000.0,11000.0
28978,28,382,2,11,35000.0,118000.0
28979,28,382,1,7,82485.0,193097.0
28980,28,382,1,11,78658.0,206477.0
28981,28,382,2,7,4519.0,15184.0
28982,28,382,2,11,45254.0,150967.0
28983,28,382,4,0,552.0,14057.0
28984,28,382,1,7,105157.0,100635.0
28985,28,382,1,11,49470.0,133272.0
28986,28,382,2,7,5920.0,19489.0
28987,28,382,2,11,33645.0,99421.0
28988,28,382,4,0,798.0,24058.0
28989,28,382,1,7,94032.0,332403.0
28990,28,382,1,11,81914.0,285893.0
28991,28,382,2,7,6100.0,21844.0
28992,28,382,2,11,62644.0,229026.0
28993,28,382,4,0,727.0,23713.0
28994,28,382,1,7,104876.0,292289.0
28995,28,382,1,11,90400.0,285575.0
28996,28,382,2,7,11819.0,49793.0
28997,28,382,2,11,46632.0,121383.0
28998,28,382,4,0,381.0,14161.0
28999,28,382,1,0,545.0,16973.0
29000,28,382,1,7,125391.0,458931.0
29001,28,382,1,11,108639.0,393985.0
29002,28,382,2,7,17990.0,74479.0
29003,28,382,2,11,62331.0,230500.0
29004,28,382,1,0,904.0,37703.0
29005,28,382,1,7,110476.0,170464.0
29006,28,382,1,11,73983.0,234342.0
29007,28,382,2,7,17149.0,56043.0
29008,28,382,2,11,36910.0,128742.0
29009,28,410,1,7,2000.0,5500.0
29010,28,410,1,11,149100.0,369500.0
29011,28,410,2,7,400.0,1200.0
29012,28,410,2,11,62600.0,150300.0
29013,28,410,1,7,1700.0,5800.0
29014,28,410,1,11,164300.0,491600.0
29015,28,410,2,7,100.0,500.0
29016,28,410,2,11,153700.0,431500.0
29017,28,410,1,7,1108.0,3595.0
29018,28,410,1,11,175702.0,420279.0
29019,28,410,2,7,243.0,934.0
29020,28,410,2,11,63295.0,155769.0
29021,28,410,1,7,2639.0,6777.0
29022,28,410,1,11,176488.0,560173.0
29023,28,410,2,7,145.0,666.0
29024,28,410,2,11,85813.0,236243.0
29025,28,410,4,0,13.0,333.0
29026,28,410,4,2,20.0,202356.0
29027,28,410,1,7,2233.0,6572.0
29028,28,410,1,11,142660.0,395739.0
29029,28,410,2,7,245.0,1112.0
29030,28,410,2,11,76927.0,199010.0
29031,28,410,4,2,18.0,187340.0
29032,28,410,1,7,2242.0,5181.0
29033,28,410,1,11,94008.0,210954.0
29034,28,410,2,7,635.0,2567.0
29035,28,410,2,11,37660.0,86656.0
29036,28,410,4,0,3.0,73.0
29037,28,410,4,2,21.0,228560.0
29038,28,410,4,8,8945.0,16117.0
29039,28,410,4,9,12535.0,245178.0
29040,28,410,4,10,6.0,783.0
29041,28,410,1,7,4193.0,13061.0
29042,28,410,1,11,62982.0,188631.0
29043,28,410,2,7,568.0,2501.0
29044,28,410,2,11,60026.0,169513.0
29045,28,410,4,2,30.0,341620.0
29046,28,410,4,4,14.0,267.0
29047,28,410,4,8,9160.0,53080.0
29048,28,410,4,9,14927.0,94251.0
29049,28,410,4,10,2.0,182.0
29050,28,410,1,7,2941.0,7073.0
29051,28,410,1,11,117401.0,330836.0
29052,28,410,2,7,455.0,1554.0
29053,28,410,2,11,75291.0,224292.0
29054,28,410,4,0,1.0,25.0
29055,28,410,4,2,26.0,306514.0
29056,28,410,1,7,4953.0,17296.0
29057,28,410,1,11,160332.0,456145.0
29058,28,410,2,7,369.0,1749.0
29059,28,410,2,11,150365.0,482521.0
29060,28,410,4,0,1.0,21.0
29061,28,410,4,2,36.0,304570.0
29062,28,410,1,7,2350.0,5501.0
29063,28,410,1,11,160003.0,414568.0
29064,28,410,2,7,326.0,1579.0
29065,28,410,2,11,124273.0,391336.0
29066,28,410,4,0,1.0,24.0
29067,28,410,4,2,34.0,429561.0
29068,28,410,1,7,3000.0,5000.0
29069,28,410,1,11,163000.0,516000.0
29070,28,410,2,7,1000.0,3000.0
29071,28,410,2,11,148000.0,474000.0
29072,28,410,1,7,3060.0,4532.0
29073,28,410,1,11,193718.0,602657.0
29074,28,410,2,7,185.0,990.0
29075,28,410,2,11,168094.0,547650.0
29076,28,410,1,7,1531.0,2376.0
29077,28,410,1,11,98690.0,319262.0
29078,28,410,2,7,333.0,1579.0
29079,28,410,2,11,174740.0,599708.0
29080,28,410,4,0,3.0,90.0
29081,28,410,1,7,1643.0,4029.0
29082,28,410,1,11,206149.0,642566.0
29083,28,410,2,7,217.0,1149.0
29084,28,410,2,11,199166.0,681148.0
29085,28,410,1,7,2038.0,3538.0
29086,28,410,1,11,216547.0,634050.0
29087,28,410,2,7,465.0,2237.0
29088,28,410,2,11,111214.0,329750.0
29089,28,410,4,0,5.0,186.0
29090,28,410,4,2,3.0,43818.0
29091,28,410,1,0,11.0,343.0
29092,28,410,1,7,4313.0,5301.0
29093,28,410,1,11,192185.0,546190.0
29094,28,410,2,7,509.0,2776.0
29095,28,410,2,11,201558.0,659095.0
29096,28,410,1,0,39.0,1645.0
29097,28,410,1,7,2869.0,2163.0
29098,28,410,1,11,177458.0,549765.0
29099,28,410,2,7,977.0,5181.0
29100,28,410,2,11,145917.0,491594.0
29101,28,424,1,7,47200.0,128800.0
29102,28,424,1,11,81600.0,135100.0
29103,28,424,2,7,4700.0,15500.0
29104,28,424,2,11,20600.0,49100.0
29105,28,424,1,7,49500.0,206600.0
29106,28,424,1,11,108400.0,308000.0
29107,28,424,2,7,5800.0,18400.0
29108,28,424,2,11,50100.0,127800.0
29109,28,424,1,7,51292.0,178547.0
29110,28,424,1,11,115922.0,295946.0
29111,28,424,2,7,5341.0,20200.0
29112,28,424,2,11,54336.0,136332.0
29113,28,424,1,7,50521.0,203650.0
29114,28,424,1,11,130502.0,333694.0
29115,28,424,2,7,5049.0,21716.0
29116,28,424,2,11,50212.0,164344.0
29117,28,424,4,0,478.0,4890.0
29118,28,424,4,2,5.0,56210.0
29119,28,424,1,7,47892.0,188407.0
29120,28,424,1,11,122016.0,303088.0
29121,28,424,2,7,4747.0,27765.0
29122,28,424,2,11,36156.0,97296.0
29123,28,424,4,0,398.0,2070.0
29124,28,424,1,7,44204.0,148128.0
29125,28,424,1,11,89863.0,140096.0
29126,28,424,2,7,4259.0,10158.0
29127,28,424,2,11,17668.0,40566.0
29128,28,424,4,0,405.0,9884.0
29129,28,424,4,4,2.0,39.0
29130,28,424,4,8,646.0,1402.0
29131,28,424,4,9,25.0,461.0
29132,28,424,4,10,1.0,130.0
29133,28,424,1,7,50875.0,190069.0
29134,28,424,1,11,73668.0,229181.0
29135,28,424,2,7,3880.0,15916.0
29136,28,424,2,11,17702.0,53177.0
29137,28,424,4,0,360.0,5041.0
29138,28,424,4,8,752.0,2291.0
29139,28,424,4,9,9.0,59.0
29140,28,424,1,7,46547.0,163845.0
29141,28,424,1,11,60268.0,135422.0
29142,28,424,2,7,3762.0,7648.0
29143,28,424,2,11,13127.0,33815.0
29144,28,424,4,0,392.0,9699.0
29145,28,424,1,7,54982.0,217949.0
29146,28,424,1,11,98831.0,344130.0
29147,28,424,2,7,7616.0,37334.0
29148,28,424,2,11,50708.0,161860.0
29149,28,424,4,0,83.0,1735.0
29150,28,424,1,7,50864.0,130161.0
29151,28,424,1,11,114358.0,361714.0
29152,28,424,2,7,8507.0,43105.0
29153,28,424,2,11,53292.0,177143.0
29154,28,424,4,0,109.0,2653.0
29155,28,424,1,7,50000.0,268000.0
29156,28,424,1,11,71000.0,254000.0
29157,28,424,2,7,12000.0,69000.0
29158,28,424,2,11,57000.0,199000.0
29159,28,424,1,7,52439.0,235346.0
29160,28,424,1,11,111687.0,407769.0
29161,28,424,2,7,15633.0,106617.0
29162,28,424,2,11,78339.0,271836.0
29163,28,424,4,0,241.0,6137.0
29164,28,424,4,2,12.0,111852.0
29165,28,424,1,7,61888.0,201755.0
29166,28,424,1,11,75732.0,245978.0
29167,28,424,2,7,13240.0,51504.0
29168,28,424,2,11,45538.0,143080.0
29169,28,424,4,0,150.0,4522.0
29170,28,424,4,2,4.0,44688.0
29171,28,424,1,7,58533.0,296411.0
29172,28,424,1,11,116729.0,427496.0
29173,28,424,2,7,18723.0,72982.0
29174,28,424,2,11,104894.0,416744.0
29175,28,424,4,0,138.0,4501.0
29176,28,424,1,7,58628.0,296716.0
29177,28,424,1,11,149497.0,584000.0
29178,28,424,2,7,27689.0,140162.0
29179,28,424,2,11,110314.0,388195.0
29180,28,424,4,0,178.0,6616.0
29181,28,424,4,2,2.0,29212.0
29182,28,424,1,0,46.0,1433.0
29183,28,424,1,7,52837.0,262494.0
29184,28,424,1,11,152303.0,622200.0
29185,28,424,2,7,39813.0,233344.0
29186,28,424,2,11,108509.0,421992.0
29187,28,424,1,0,44.0,1856.0
29188,28,424,1,7,39136.0,191688.0
29189,28,424,1,11,112427.0,404400.0
29190,28,424,2,7,18518.0,92312.0
29191,28,424,2,11,56845.0,216125.0
29192,28,484,1,7,5500.0,13700.0
29193,28,484,1,11,24000.0,48900.0
29194,28,484,2,7,500.0,1400.0
29195,28,484,2,11,15700.0,42800.0
29196,28,484,1,7,5700.0,13800.0
29197,28,484,1,11,30200.0,55300.0
29198,28,484,2,7,400.0,1700.0
29199,28,484,2,11,29800.0,77000.0
29200,28,484,1,7,8253.0,15846.0
29201,28,484,1,11,34109.0,79167.0
29202,28,484,2,7,551.0,2119.0
29203,28,484,2,11,19140.0,37055.0
29204,28,484,1,7,11419.0,22415.0
29205,28,484,1,11,39103.0,100573.0
29206,28,484,2,7,487.0,2237.0
29207,28,484,2,11,18996.0,47642.0
29208,28,484,4,0,246.0,6042.0
29209,28,484,4,2,23.0,236082.0
29210,28,484,1,7,8828.0,17877.0
29211,28,484,1,11,25102.0,66520.0
29212,28,484,2,7,471.0,2138.0
29213,28,484,2,11,21614.0,57580.0
29214,28,484,4,0,249.0,3533.0
29215,28,484,4,2,13.0,143260.0
29216,28,484,1,7,13810.0,36210.0
29217,28,484,1,11,20618.0,36844.0
29218,28,484,2,7,1020.0,4117.0
29219,28,484,2,11,9642.0,22832.0
29220,28,484,4,0,204.0,4978.0
29221,28,484,4,2,13.0,148564.0
29222,28,484,4,4,1339.0,25788.0
29223,28,484,4,8,2947.0,6125.0
29224,28,484,4,9,440.0,7914.0
29225,28,484,4,10,53.0,6914.0
29226,28,484,1,7,28838.0,121985.0
29227,28,484,1,11,21939.0,50942.0
29228,28,484,2,7,804.0,3540.0
29229,28,484,2,11,14360.0,34605.0
29230,28,484,4,0,86.0,1204.0
29231,28,484,4,2,11.0,129580.0
29232,28,484,4,4,1376.0,26258.0
29233,28,484,4,8,3087.0,9402.0
29234,28,484,4,9,439.0,2770.0
29235,28,484,4,10,40.0,3632.0
29236,28,484,1,7,23668.0,62010.0
29237,28,484,1,11,19504.0,50574.0
29238,28,484,2,7,794.0,2712.0
29239,28,484,2,11,10487.0,28042.0
29240,28,484,4,0,271.0,6705.0
29241,28,484,4,2,14.0,165046.0
29242,28,484,1,7,29959.0,107133.0
29243,28,484,1,11,23600.0,65726.0
29244,28,484,2,7,699.0,3313.0
29245,28,484,2,11,16656.0,46420.0
29246,28,484,4,0,40.0,836.0
29247,28,484,4,2,13.0,113126.0
29248,28,484,1,7,22561.0,62629.0
29249,28,484,1,11,20010.0,54747.0
29250,28,484,2,7,633.0,3066.0
29251,28,484,2,11,11044.0,28063.0
29252,28,484,4,0,83.0,2020.0
29253,28,484,4,2,11.0,143187.0
29254,28,484,1,7,26000.0,115000.0
29255,28,484,1,11,19000.0,46000.0
29256,28,484,2,7,1000.0,4000.0
29257,28,484,2,11,12000.0,31000.0
29258,28,484,1,7,29286.0,72307.0
29259,28,484,1,11,19183.0,56398.0
29260,28,484,2,7,739.0,3954.0
29261,28,484,2,11,12917.0,35625.0
29262,28,484,4,0,34.0,866.0
29263,28,484,4,2,1.0,9321.0
29264,28,484,1,7,25895.0,47621.0
29265,28,484,1,11,20022.0,52157.0
29266,28,484,2,7,1149.0,5449.0
29267,28,484,2,11,15340.0,40498.0
29268,28,484,4,0,4.0,121.0
29269,28,484,4,2,2.0,22344.0
29270,28,484,1,7,27151.0,52429.0
29271,28,484,1,11,30985.0,78837.0
29272,28,484,2,7,1850.0,9796.0
29273,28,484,2,11,21375.0,57264.0
29274,28,484,4,0,45.0,1468.0
29275,28,484,1,7,35359.0,61030.0
29276,28,484,1,11,29334.0,67684.0
29277,28,484,2,7,2331.0,11212.0
29278,28,484,2,11,14333.0,35417.0
29279,28,484,4,0,49.0,1821.0
29280,28,484,4,2,1.0,14606.0
29281,28,484,1,0,63.0,1962.0
29282,28,484,1,7,46979.0,162406.0
29283,28,484,1,11,27054.0,62711.0
29284,28,484,2,7,2391.0,13038.0
29285,28,484,2,11,17986.0,40163.0
29286,28,484,4,2,2.0,33.0
29287,28,484,1,0,56.0,2362.0
29288,28,484,1,2,2.0,42.0
29289,28,484,1,7,45795.0,131935.0
29290,28,484,1,11,23817.0,60376.0
29291,28,484,2,7,2405.0,11169.0
29292,28,484,2,11,11065.0,30838.0
29293,28,622,1,7,30500.0,81800.0
29294,28,622,1,11,43500.0,97300.0
29295,28,622,2,7,15700.0,36800.0
29296,28,622,2,11,35000.0,82600.0
29297,28,622,1,7,34300.0,99300.0
29298,28,622,1,11,133300.0,376900.0
29299,28,622,2,7,11100.0,39400.0
29300,28,622,2,11,74400.0,195900.0
29301,28,622,1,7,37091.0,108120.0
29302,28,622,1,11,132447.0,281450.0
29303,28,622,2,7,14019.0,46333.0
29304,28,622,2,11,51695.0,108043.0
29305,28,622,1,7,49047.0,111190.0
29306,28,622,1,11,162922.0,464979.0
29307,28,622,2,7,13746.0,49568.0
29308,28,622,2,11,62179.0,185045.0
29309,28,622,4,0,154.0,3943.0
29310,28,622,1,7,29022.0,87414.0
29311,28,622,1,11,129975.0,369259.0
29312,28,622,2,7,11119.0,46522.0
29313,28,622,2,11,49550.0,145776.0
29314,28,622,4,0,277.0,6233.0
29315,28,622,1,7,49542.0,116374.0
29316,28,622,1,11,109862.0,228074.0
29317,28,622,2,7,17697.0,67040.0
29318,28,622,2,11,25332.0,64673.0
29319,28,622,4,0,609.0,14862.0
29320,28,622,4,8,5486.0,10667.0
29321,28,622,4,9,772.0,13902.0
29322,28,622,4,10,13.0,1696.0
29323,28,622,1,7,62853.0,223065.0
29324,28,622,1,11,124333.0,381827.0
29325,28,622,2,7,21451.0,79690.0
29326,28,622,2,11,45902.0,128939.0
29327,28,622,4,0,436.0,6105.0
29328,28,622,4,8,5848.0,17697.0
29329,28,622,4,9,593.0,3746.0
29330,28,622,4,10,70.0,6357.0
29331,28,622,1,7,52773.0,192885.0
29332,28,622,1,11,108411.0,291842.0
29333,28,622,2,7,19083.0,69882.0
29334,28,622,2,11,21913.0,63920.0
29335,28,622,4,0,299.0,4478.0
29336,28,622,1,7,57610.0,221741.0
29337,28,622,1,11,139319.0,440805.0
29338,28,622,2,7,20449.0,97092.0
29339,28,622,2,11,62556.0,205371.0
29340,28,622,4,0,111.0,2320.0
29341,28,622,1,7,53226.0,158454.0
29342,28,622,1,11,140255.0,408002.0
29343,28,622,2,7,22346.0,105026.0
29344,28,622,2,11,68680.0,181384.0
29345,28,622,4,0,115.0,2799.0
29346,28,622,1,7,49000.0,207000.0
29347,28,622,1,11,115000.0,354000.0
29348,28,622,2,7,30000.0,143000.0
29349,28,622,2,11,72000.0,205000.0
29350,28,622,1,7,44333.0,163810.0
29351,28,622,1,11,152852.0,459932.0
29352,28,622,2,7,35367.0,180584.0
29353,28,622,2,11,78006.0,230040.0
29354,28,622,4,0,174.0,4431.0
29355,28,622,1,7,46085.0,99083.0
29356,28,622,1,11,84342.0,209253.0
29357,28,622,2,7,22532.0,101394.0
29358,28,622,2,11,40087.0,107072.0
29359,28,622,4,0,190.0,5728.0
29360,28,622,1,7,40337.0,112056.0
29361,28,622,1,11,169278.0,519314.0
29362,28,622,2,7,26602.0,148785.0
29363,28,622,2,11,98782.0,341094.0
29364,28,622,4,0,150.0,4893.0
29365,28,622,1,7,29389.0,119202.0
29366,28,622,1,11,160729.0,404520.0
29367,28,622,2,7,29575.0,146012.0
29368,28,622,2,11,63620.0,169420.0
29369,28,622,4,0,174.0,6467.0
29370,28,622,1,0,175.0,5450.0
29371,28,622,1,7,71019.0,340891.0
29372,28,622,1,11,159311.0,501478.0
29373,28,622,2,7,48909.0,256772.0
29374,28,622,2,11,95542.0,299046.0
29375,28,622,1,0,264.0,11133.0
29376,28,622,1,7,67200.0,267994.0
29377,28,622,1,11,95515.0,282059.0
29378,28,622,2,7,40189.0,257652.0
29379,28,622,2,11,46492.0,155376.0
29380,29,146,1,5,125.0,1000.0
29381,29,146,1,7,615.0,460.0
29382,29,146,1,11,34010.0,56605.0
29383,29,146,1,7,225.0,185.0
29384,29,146,1,11,24980.0,43660.0
29385,29,146,1,7,390.0,400.0
29386,29,146,1,11,29500.0,58780.0
29387,29,146,1,7,740.0,775.0
29388,29,146,1,11,31890.0,59660.0
29389,29,146,1,7,535.0,530.0
29390,29,146,1,11,33980.0,64110.0
29391,29,146,1,7,584.0,600.0
29392,29,146,1,11,31740.0,62420.0
29393,29,146,1,5,90.0,682.0
29394,29,146,1,7,1008.0,1162.0
29395,29,146,1,11,31237.0,57876.0
29396,29,146,1,5,65.0,510.0
29397,29,146,1,7,538.0,545.0
29398,29,146,1,11,27765.0,50438.0
29399,29,146,1,5,72.0,618.0
29400,29,146,1,7,589.0,629.0
29401,29,146,1,11,29156.0,62853.0
29402,29,146,1,5,68.0,525.0
29403,29,146,1,7,533.0,521.0
29404,29,146,1,11,28752.0,64055.0
29405,29,146,1,5,61.0,465.0
29406,29,146,1,7,538.0,535.0
29407,29,146,1,11,26005.0,59338.0
29408,29,146,1,5,79.0,653.0
29409,29,146,1,7,488.0,518.0
29410,29,146,1,11,27026.0,61825.0
29411,29,146,1,5,58.0,505.0
29412,29,146,1,7,652.0,880.0
29413,29,146,1,11,31885.0,72064.0
29414,29,146,1,5,71.0,606.0
29415,29,146,1,7,823.0,986.0
29416,29,146,1,11,31851.0,76842.0
29417,29,146,1,5,75.0,618.0
29418,29,146,1,7,1041.0,1400.0
29419,29,146,1,11,32402.0,78152.0
29420,29,146,1,5,48.0,430.0
29421,29,146,1,7,862.0,1008.0
29422,29,146,1,11,32839.0,81231.0
29423,29,146,1,5,102.0,895.0
29424,29,146,1,7,804.0,952.0
29425,29,146,1,11,32274.0,82856.0
29426,29,209,1,5,159.0,1369.0
29427,29,209,1,7,478.0,639.0
29428,29,209,1,11,37021.0,107326.0
29429,29,209,1,5,253.0,2217.0
29430,29,209,1,7,327.0,371.0
29431,29,209,1,11,31355.0,90682.0
29432,29,209,1,5,186.0,1654.0
29433,29,209,1,7,333.0,424.0
29434,29,209,1,11,35009.0,107500.0
29435,29,313,1,5,31.0,258.0
29436,29,313,1,7,354.0,469.0
29437,29,313,1,11,23889.0,67277.0
29438,29,313,1,5,38.0,340.0
29439,29,313,1,7,511.0,785.0
29440,29,313,1,11,24338.0,67649.0
29441,29,313,1,5,42.0,373.0
29442,29,313,1,7,453.0,670.0
29443,29,313,1,11,23381.0,67131.0
29444,29,429,1,5,130.0,1000.0
29445,29,429,1,7,320.0,240.0
29446,29,429,1,11,42640.0,81425.0
29447,29,429,1,7,185.0,150.0
29448,29,429,1,11,39080.0,77670.0
29449,29,429,1,7,240.0,235.0
29450,29,429,1,11,39350.0,82420.0
29451,29,429,1,7,275.0,265.0
29452,29,429,1,11,39290.0,88490.0
29453,29,429,1,7,372.0,340.0
29454,29,429,1,11,44510.0,94380.0
29455,29,429,1,7,335.0,313.0
29456,29,429,1,11,43810.0,98970.0
29457,29,429,1,5,170.0,1484.0
29458,29,429,1,7,507.0,600.0
29459,29,429,1,11,45596.0,96607.0
29460,29,429,1,5,101.0,768.0
29461,29,429,1,7,267.0,266.0
29462,29,429,1,11,42376.0,104850.0
29463,29,429,1,5,89.0,728.0
29464,29,429,1,7,341.0,345.0
29465,29,429,1,11,40835.0,94365.0
29466,29,429,1,5,84.0,718.0
29467,29,429,1,7,332.0,336.0
29468,29,429,1,11,41900.0,92796.0
29469,29,429,1,5,123.0,944.0
29470,29,429,1,7,280.0,300.0
29471,29,429,1,11,39877.0,101477.0
29472,29,429,1,5,133.0,1074.0
29473,29,429,1,7,497.0,508.0
29474,29,429,1,11,40428.0,96019.0
29475,29,429,1,5,129.0,1098.0
29476,29,429,1,7,603.0,843.0
29477,29,429,1,11,47309.0,117645.0
29478,29,429,1,5,168.0,1437.0
29479,29,429,1,7,818.0,1013.0
29480,29,429,1,11,48908.0,122777.0
29481,29,429,1,5,150.0,1234.0
29482,29,429,1,7,564.0,713.0
29483,29,429,1,11,29795.0,75063.0
29484,29,429,1,5,76.0,673.0
29485,29,429,1,7,938.0,1216.0
29486,29,429,1,11,32584.0,78887.0
29487,29,429,1,5,111.0,983.0
29488,29,429,1,7,1326.0,1843.0
29489,29,429,1,11,32623.0,83278.0
29490,29,520,1,5,25.0,212.0
29491,29,520,1,7,329.0,393.0
29492,29,520,1,11,48356.0,147453.0
29493,29,520,1,5,21.0,187.0
29494,29,520,1,7,490.0,584.0
29495,29,520,1,11,49364.0,149425.0
29496,29,520,1,5,29.0,258.0
29497,29,520,1,7,303.0,372.0
29498,29,520,1,11,47973.0,150378.0
29499,29,558,1,5,385.0,3040.0
29500,29,558,1,7,630.0,470.0
29501,29,558,1,11,76357.0,148170.0
29502,29,558,1,7,375.0,300.0
29503,29,558,1,11,68960.0,154400.0
29504,29,558,1,7,480.0,490.0
29505,29,558,1,11,76840.0,178220.0
29506,29,558,1,7,525.0,530.0
29507,29,558,1,11,78290.0,191660.0
29508,29,558,1,7,713.0,690.0
29509,29,558,1,11,78770.0,193760.0
29510,29,558,1,7,626.0,615.0
29511,29,558,1,11,80890.0,201840.0
29512,29,558,1,5,423.0,3610.0
29513,29,558,1,7,701.0,687.0
29514,29,558,1,11,80299.0,198375.0
29515,29,558,1,5,315.0,2535.0
29516,29,558,1,7,670.0,657.0
29517,29,558,1,11,81372.0,213034.0
29518,29,558,1,5,146.0,1172.0
29519,29,558,1,7,820.0,830.0
29520,29,558,1,11,81447.0,218494.0
29521,29,558,1,5,160.0,1270.0
29522,29,558,1,7,718.0,764.0
29523,29,558,1,11,83304.0,222472.0
29524,29,558,1,5,147.0,1251.0
29525,29,558,1,7,687.0,663.0
29526,29,558,1,11,80800.0,220676.0
29527,29,558,1,5,196.0,1577.0
29528,29,558,1,7,644.0,654.0
29529,29,558,1,11,82074.0,225730.0
29530,29,558,1,5,193.0,1643.0
29531,29,558,1,7,857.0,1088.0
29532,29,558,1,11,82951.0,230326.0
29533,29,558,1,5,300.0,2581.0
29534,29,558,1,7,1055.0,1237.0
29535,29,558,1,11,84209.0,236107.0
29536,29,558,1,5,71.0,561.0
29537,29,558,1,7,650.0,806.0
29538,29,558,1,11,41350.0,118814.0
29539,29,558,1,5,79.0,660.0
29540,29,558,1,7,729.0,835.0
29541,29,558,1,11,42246.0,127322.0
29542,29,558,1,5,75.0,606.0
29543,29,558,1,7,558.0,723.0
29544,29,558,1,11,42639.0,128021.0
29545,29,606,1,5,85.0,688.0
29546,29,606,1,7,220.0,317.0
29547,29,606,1,11,17201.0,48146.0
29548,29,606,1,5,105.0,694.0
29549,29,606,1,7,310.0,387.0
29550,29,606,1,11,17245.0,47041.0
29551,29,606,1,5,86.0,648.0
29552,29,606,1,7,263.0,337.0
29553,29,606,1,11,17674.0,51830.0
29554,29,634,1,5,620.0,4960.0
29555,29,634,1,7,755.0,560.0
29556,29,634,1,11,102480.0,205230.0
29557,29,634,1,7,465.0,365.0
29558,29,634,1,11,99140.0,229950.0
29559,29,634,1,7,470.0,455.0
29560,29,634,1,11,97380.0,228100.0
29561,29,634,1,7,540.0,510.0
29562,29,634,1,11,97280.0,247580.0
29563,29,634,1,7,685.0,645.0
29564,29,634,1,11,98010.0,250160.0
29565,29,634,1,7,695.0,622.0
29566,29,634,1,11,101000.0,253590.0
29567,29,634,1,5,295.0,1972.0
29568,29,634,1,7,574.0,518.0
29569,29,634,1,11,98944.0,249363.0
29570,29,634,1,5,204.0,1597.0
29571,29,634,1,7,675.0,632.0
29572,29,634,1,11,101554.0,234625.0
29573,29,634,1,5,159.0,1448.0
29574,29,634,1,7,700.0,616.0
29575,29,634,1,11,99501.0,252488.0
29576,29,634,1,5,146.0,1222.0
29577,29,634,1,7,540.0,504.0
29578,29,634,1,11,98941.0,261101.0
29579,29,634,1,5,119.0,1005.0
29580,29,634,1,7,588.0,548.0
29581,29,634,1,11,96284.0,245684.0
29582,29,634,1,5,60.0,474.0
29583,29,634,1,7,389.0,350.0
29584,29,634,1,11,96010.0,256436.0
29585,29,634,1,5,118.0,997.0
29586,29,634,1,7,989.0,1293.0
29587,29,634,1,11,102413.0,282438.0
29588,29,634,1,5,100.0,859.0
29589,29,634,1,7,1047.0,1822.0
29590,29,634,1,11,101031.0,282578.0
29591,29,634,1,5,44.0,321.0
29592,29,634,1,7,312.0,440.0
29593,29,634,1,11,24729.0,70991.0
29594,29,634,1,5,23.0,169.0
29595,29,634,1,7,382.0,619.0
29596,29,634,1,11,24283.0,69594.0
29597,29,634,1,5,19.0,147.0
29598,29,634,1,7,479.0,642.0
29599,29,634,1,11,25700.0,75960.0
29600,30,4,1,7,138.0,316.0
29601,30,4,1,11,935.0,2073.0
29602,30,4,3,7,33.0,52.0
29603,30,4,1,7,184.0,152.0
29604,30,4,1,11,1536.0,3478.0
29605,30,4,3,7,16.0,16.0
29606,30,4,1,5,6.0,5.0
29607,30,4,1,7,191.0,272.0
29608,30,4,1,11,2142.0,3781.0
29609,30,4,2,7,28.0,40.0
29610,30,4,1,7,201.0,400.0
29611,30,4,1,11,1322.0,2502.0
29612,30,4,2,7,17.0,28.0
29613,30,4,1,7,189.0,368.0
29614,30,4,1,11,1318.0,2476.0
29615,30,4,2,7,9.0,15.0
29616,30,4,1,7,435.0,513.0
29617,30,4,1,11,1134.0,1900.0
29618,30,4,2,7,4.0,4.0
29619,30,4,1,7,103.0,178.0
29620,30,4,1,11,824.0,1436.0
29621,30,4,3,7,19.0,26.0
29622,30,4,1,7,143.0,295.0
29623,30,4,1,11,1097.0,2575.0
29624,30,4,1,7,74.0,133.0
