,Municipality,Province,Crop_Year,Season,Crop,Area,Production
14732,Karnataka,GULBARGA,2010,Kharif,Rice,3033.0,4822.0
14733,Karnataka,GULBARGA,2010,Rabi,Maize,1176.0,404.0
14734,Karnataka,GULBARGA,2010,Rabi,Rice,608.0,1850.0
14735,Karnataka,GULBARGA,2010,Summer,Maize,1124.0,2713.0
14736,Karnataka,GULBARGA,2010,Summer,Rice,901.0,2913.0
14737,Karnataka,GULBARGA,2010,Whole Year,Banana,2326.0,60127.0
14738,Karnataka,GULBARGA,2010,Whole Year,Coconut,238.0,2275.0
14739,Karnataka,GULBARGA,2011,Kharif,Maize,5918.0,13977.0
14740,Karnataka,GULBARGA,2011,Kharif,Rice,3282.0,5331.0
14741,Karnataka,GULBARGA,2011,Rabi,Maize,262.0,190.0
14742,Karnataka,GULBARGA,2011,Rabi,Rice,575.0,718.0
14743,Karnataka,GULBARGA,2011,Summer,Maize,779.0,1104.0
14744,Karnataka,GULBARGA,2011,Summer,Rice,106.0,182.0
14745,Karnataka,GULBARGA,2011,Whole Year,Banana,2539.0,68891.0
14746,Karnataka,GULBARGA,2011,Whole Year,Coconut,242.0,2406.0
14747,Karnataka,GULBARGA,2012,Kharif,Maize,4818.0,13278.0
14748,Karnataka,GULBARGA,2012,Kharif,Rice,2799.0,4834.0
14749,Karnataka,GULBARGA,2012,Rabi,Maize,292.0,591.0
14750,Karnataka,GULBARGA,2012,Rabi,Rice,1623.0,2277.0
14751,Karnataka,GULBARGA,2012,Summer,Maize,701.0,2383.0
14752,Karnataka,GULBARGA,2012,Summer,Rice,140.0,210.0
14753,Karnataka,GULBARGA,2012,Whole Year,Coconut,181.0,1782.0
14754,Karnataka,GULBARGA,2013,Kharif,Maize,5302.0,13705.0
14755,Karnataka,GULBARGA,2013,Kharif,Rice,4281.0,11335.0
14756,Karnataka,GULBARGA,2013,Rabi,Maize,437.0,1295.0
14757,Karnataka,GULBARGA,2013,Rabi,Rice,875.0,1949.0
14758,Karnataka,GULBARGA,2013,Summer,Maize,288.0,801.0
14759,Karnataka,GULBARGA,2013,Summer,Rice,122.0,249.0
14760,Karnataka,GULBARGA,2013,Whole Year,Coconut,119.0,944.0
14761,Karnataka,GULBARGA,2014,Kharif,Maize,4747.0,12713.0
14762,Karnataka,GULBARGA,2014,Kharif,Rice,1556.0,2887.0
14763,Karnataka,GULBARGA,2014,Rabi,Maize,136.0,87.0
14764,Karnataka,GULBARGA,2014,Rabi,Rice,356.0,452.0
14765,Karnataka,GULBARGA,2014,Summer,Maize,601.0,593.0
14766,Karnataka,GULBARGA,2014,Summer,Rice,3744.0,4542.0
14767,Karnataka,GULBARGA,2014,Whole Year,Coconut,192.0,1713.0
14768,Karnataka,HASSAN,1997,Kharif,Maize,4808.0,13259.0
14769,Karnataka,HASSAN,1997,Kharif,Rice,53948.0,147084.0
14770,Karnataka,HASSAN,1997,Rabi,Maize,9.0,18.0
14771,Karnataka,HASSAN,1997,Rabi,Rice,4744.0,12700.0
14772,Karnataka,HASSAN,1997,Summer,Rice,8904.0,27796.0
14773,Karnataka,HASSAN,1998,Kharif,Maize,5057.0,16901.0
14774,Karnataka,HASSAN,1998,Kharif,Rice,55878.0,129213.0
14775,Karnataka,HASSAN,1998,Rabi,Maize,156.0,304.0
14776,Karnataka,HASSAN,1998,Rabi,Rice,2937.0,7771.0
14777,Karnataka,HASSAN,1998,Summer,Maize,29.0,66.0
14778,Karnataka,HASSAN,1998,Summer,Rice,7869.0,19264.0
14779,Karnataka,HASSAN,1998,Whole Year,Coconut,48845.0,270410.0
14780,Karnataka,HASSAN,1999,Kharif,Maize,9475.0,44007.0
14781,Karnataka,HASSAN,1999,Kharif,Rice,54588.0,153597.0
14782,Karnataka,HASSAN,1999,Rabi,Maize,1639.0,3893.0
14783,Karnataka,HASSAN,1999,Rabi,Rice,3189.0,6383.0
14784,Karnataka,HASSAN,1999,Summer,Maize,200.0,366.0
14785,Karnataka,HASSAN,1999,Summer,Rice,9635.0,23954.0
14786,Karnataka,HASSAN,1999,Whole Year,Banana,1210.0,26694.0
14787,Karnataka,HASSAN,1999,Whole Year,Coconut,48984.0,271179.0
14788,Karnataka,HASSAN,2000,Kharif,Maize,13708.0,56049.0
14789,Karnataka,HASSAN,2000,Kharif,Rice,54598.0,131867.0
14790,Karnataka,HASSAN,2000,Rabi,Maize,994.0,1974.0
14791,Karnataka,HASSAN,2000,Rabi,Rice,2006.0,4581.0
14792,Karnataka,HASSAN,2000,Summer,Maize,51.0,143.0
14793,Karnataka,HASSAN,2000,Summer,Rice,11638.0,33622.0
14794,Karnataka,HASSAN,2000,Whole Year,Banana,2012.0,35055.0
14795,Karnataka,HASSAN,2000,Whole Year,Coconut,49079.0,271705.0
14796,Karnataka,HASSAN,2001,Kharif,Maize,12840.0,53488.0
14797,Karnataka,HASSAN,2001,Kharif,Rice,52286.0,132604.0
14798,Karnataka,HASSAN,2001,Rabi,Maize,2172.0,4215.0
14799,Karnataka,HASSAN,2001,Rabi,Rice,1952.0,4840.0
14800,Karnataka,HASSAN,2001,Summer,Maize,95.0,250.0
14801,Karnataka,HASSAN,2001,Summer,Rice,2928.0,6693.0
14802,Karnataka,HASSAN,2001,Whole Year,Coconut,55056.0,228596.0
14803,Karnataka,HASSAN,2002,Kharif,Maize,16137.0,51034.0
14804,Karnataka,HASSAN,2002,Kharif,Rice,45807.0,76209.0
14805,Karnataka,HASSAN,2002,Rabi,Maize,2972.0,7353.0
14806,Karnataka,HASSAN,2002,Rabi,Rice,1830.0,3115.0
14807,Karnataka,HASSAN,2002,Summer,Maize,55.0,141.0
14808,Karnataka,HASSAN,2002,Summer,Rice,1147.0,2880.0
14809,Karnataka,HASSAN,2002,Whole Year,Banana,2444.0,41169.0
14810,Karnataka,HASSAN,2002,Whole Year,Coconut,57885.0,240342.0
14811,Karnataka,HASSAN,2002,Whole Year,Mango,1925.0,9698.0
14812,Karnataka,HASSAN,2002,Whole Year,Papaya,55.0,90.0
14813,Karnataka,HASSAN,2003,Kharif,Maize,20683.0,36743.0
14814,Karnataka,HASSAN,2003,Kharif,Rice,37991.0,63113.0
14815,Karnataka,HASSAN,2003,Rabi,Maize,1141.0,1498.0
14816,Karnataka,HASSAN,2003,Rabi,Rice,793.0,1318.0
14817,Karnataka,HASSAN,2003,Summer,Maize,95.0,239.0
14818,Karnataka,HASSAN,2003,Summer,Rice,749.0,3258.0
14819,Karnataka,HASSAN,2003,Whole Year,Banana,1469.0,8367.0
14820,Karnataka,HASSAN,2003,Whole Year,Coconut,60075.0,249435.0
14821,Karnataka,HASSAN,2003,Whole Year,Grapes,2.0,59.0
14822,Karnataka,HASSAN,2003,Whole Year,Mango,559.0,3478.0
14823,Karnataka,HASSAN,2004,Kharif,Maize,26722.0,88000.0
14824,Karnataka,HASSAN,2004,Kharif,Rice,51406.0,128437.89
14825,Karnataka,HASSAN,2004,Rabi,Maize,3287.0,9866.0
14826,Karnataka,HASSAN,2004,Rabi,Rice,695.0,2857.0
14827,Karnataka,HASSAN,2004,Summer,Maize,62.0,190.0
14828,Karnataka,HASSAN,2004,Summer,Rice,1083.0,4042.0
14829,Karnataka,HASSAN,2004,Whole Year,Banana,2728.0,14649.0
14830,Karnataka,HASSAN,2004,Whole Year,Coconut,61098.0,2562450.12
14831,Karnataka,HASSAN,2005,Kharif,Maize,25909.0,76276.0
14832,Karnataka,HASSAN,2005,Kharif,Rice,46309.0,105878.0
14833,Karnataka,HASSAN,2005,Rabi,Maize,6087.0,17832.0
14834,Karnataka,HASSAN,2005,Rabi,Rice,651.0,1123.0
14835,Karnataka,HASSAN,2005,Summer,Maize,229.0,708.0
14836,Karnataka,HASSAN,2005,Summer,Rice,5572.0,12455.0
14837,Karnataka,HASSAN,2005,Whole Year,Banana,3211.0,55509.0
14838,Karnataka,HASSAN,2005,Whole Year,Coconut,61775.0,256494.0
14839,Karnataka,HASSAN,2006,Kharif,Maize,34116.0,106492.0
14840,Karnataka,HASSAN,2006,Kharif,Rice,48517.0,117396.0
14841,Karnataka,HASSAN,2006,Rabi,Maize,6848.0,22729.0
14842,Karnataka,HASSAN,2006,Rabi,Rice,373.0,944.0
14843,Karnataka,HASSAN,2006,Summer,Maize,215.0,689.0
14844,Karnataka,HASSAN,2006,Summer,Rice,2850.0,8160.0
14845,Karnataka,HASSAN,2006,Whole Year,Banana,3135.0,65954.0
14846,Karnataka,HASSAN,2006,Whole Year,Coconut,61788.0,256547.0
14847,Karnataka,HASSAN,2007,Kharif,Maize,39669.0,123676.0
14848,Karnataka,HASSAN,2007,Kharif,Rice,46186.0,113954.0
14849,Karnataka,HASSAN,2007,Rabi,Maize,7299.0,23706.0
14850,Karnataka,HASSAN,2007,Rabi,Rice,220.0,446.0
14851,Karnataka,HASSAN,2007,Summer,Maize,465.0,1501.0
14852,Karnataka,HASSAN,2007,Summer,Rice,6019.0,14249.0
14853,Karnataka,HASSAN,2007,Whole Year,Banana,3313.0,52143.0
14854,Karnataka,HASSAN,2007,Whole Year,Coconut,61805.0,296879.0
14855,Karnataka,HASSAN,2008,Kharif,Maize,33769.0,113332.0
14856,Karnataka,HASSAN,2008,Kharif,Rice,47315.0,115969.07
14857,Karnataka,HASSAN,2008,Rabi,Maize,7202.0,21848.0
14858,Karnataka,HASSAN,2008,Rabi,Rice,300.0,604.0
14859,Karnataka,HASSAN,2008,Summer,Maize,783.0,3118.0
14860,Karnataka,HASSAN,2008,Summer,Rice,5531.0,14739.0
14861,Karnataka,HASSAN,2008,Whole Year,Banana,3403.0,42211.0
14862,Karnataka,HASSAN,2008,Whole Year,Coconut,61880.0,347167.0
14863,Karnataka,HASSAN,2009,Kharif,Maize,57735.0,205628.0
14864,Karnataka,HASSAN,2009,Kharif,Rice,41520.0,112020.96
14865,Karnataka,HASSAN,2009,Rabi,Maize,4725.0,14884.0
14866,Karnataka,HASSAN,2009,Rabi,Rice,1110.0,2255.0
14867,Karnataka,HASSAN,2009,Summer,Maize,365.0,1738.0
14868,Karnataka,HASSAN,2009,Summer,Rice,5029.0,13755.0
14869,Karnataka,HASSAN,2009,Whole Year,Banana,3630.0,49295.0
14870,Karnataka,HASSAN,2009,Whole Year,Coconut,62256.0,442651.0
14871,Karnataka,HASSAN,2010,Kharif,Maize,53920.0,253287.0
14872,Karnataka,HASSAN,2010,Kharif,Rice,35785.0,105364.0
14873,Karnataka,HASSAN,2010,Rabi,Maize,9321.0,29706.0
14874,Karnataka,HASSAN,2010,Rabi,Rice,10790.0,29009.0
14875,Karnataka,HASSAN,2010,Summer,Maize,332.0,1129.0
14876,Karnataka,HASSAN,2010,Summer,Rice,5170.0,13364.0
14877,Karnataka,HASSAN,2010,Whole Year,Banana,3630.0,56555.0
14878,Karnataka,HASSAN,2010,Whole Year,Coconut,62390.0,404012.0
14879,Karnataka,HASSAN,2011,Kharif,Maize,56445.0,191839.0
14880,Karnataka,HASSAN,2011,Kharif,Rice,46451.0,119911.0
14881,Karnataka,HASSAN,2011,Rabi,Maize,8075.0,22895.0
14882,Karnataka,HASSAN,2011,Rabi,Rice,523.0,1388.0
14883,Karnataka,HASSAN,2011,Summer,Maize,575.0,1959.0
14884,Karnataka,HASSAN,2011,Summer,Rice,1895.0,4710.0
14885,Karnataka,HASSAN,2011,Whole Year,Banana,4160.0,72039.0
14886,Karnataka,HASSAN,2011,Whole Year,Coconut,62575.0,622094.0
14887,Karnataka,HASSAN,2012,Kharif,Maize,64465.0,169333.0
14888,Karnataka,HASSAN,2012,Kharif,Rice,48265.0,105184.0
14889,Karnataka,HASSAN,2012,Rabi,Maize,5437.0,15526.0
14890,Karnataka,HASSAN,2012,Rabi,Rice,26.0,67.0
14891,Karnataka,HASSAN,2012,Summer,Maize,232.0,668.0
14892,Karnataka,HASSAN,2012,Summer,Rice,1003.0,2529.0
14893,Karnataka,HASSAN,2012,Whole Year,Coconut,63056.0,620821.0
14894,Karnataka,HASSAN,2013,Kharif,Maize,66119.0,218903.0
14895,Karnataka,HASSAN,2013,Kharif,Rice,50260.0,153841.0
14896,Karnataka,HASSAN,2013,Rabi,Maize,3806.0,10992.0
14897,Karnataka,HASSAN,2013,Rabi,Rice,453.0,1007.0
14898,Karnataka,HASSAN,2013,Summer,Maize,95.0,308.0
14899,Karnataka,HASSAN,2013,Summer,Rice,1086.0,3746.0
14900,Karnataka,HASSAN,2013,Whole Year,Coconut,61138.0,319823.0
14901,Karnataka,HASSAN,2014,Kharif,Maize,78492.0,307814.0
14902,Karnataka,HASSAN,2014,Kharif,Rice,45653.0,140563.0
14903,Karnataka,HASSAN,2014,Rabi,Maize,4806.0,15012.0
14904,Karnataka,HASSAN,2014,Rabi,Rice,1752.0,3911.0
14905,Karnataka,HASSAN,2014,Summer,Maize,138.0,450.0
14906,Karnataka,HASSAN,2014,Summer,Rice,667.0,1814.0
14907,Karnataka,HASSAN,2014,Whole Year,Coconut,61019.0,382629.0
14908,Karnataka,HAVERI,1998,Kharif,Maize,53828.0,174707.0
14909,Karnataka,HAVERI,1998,Kharif,Rice,52395.0,78129.0
14910,Karnataka,HAVERI,1998,Rabi,Maize,80.0,164.0
14911,Karnataka,HAVERI,1998,Summer,Maize,175.0,387.0
14912,Karnataka,HAVERI,1998,Summer,Rice,1980.0,5204.0
14913,Karnataka,HAVERI,1998,Whole Year,Coconut,738.0,3524.0
14914,Karnataka,HAVERI,1999,Kharif,Maize,65394.0,205231.0
14915,Karnataka,HAVERI,1999,Kharif,Rice,53741.0,89761.0
14916,Karnataka,HAVERI,1999,Rabi,Maize,1679.0,3889.0
14917,Karnataka,HAVERI,1999,Summer,Maize,511.0,903.0
14918,Karnataka,HAVERI,1999,Summer,Rice,1931.0,4822.0
14919,Karnataka,HAVERI,1999,Whole Year,Banana,500.0,11732.0
14920,Karnataka,HAVERI,1999,Whole Year,Coconut,771.0,3681.0
14921,Karnataka,HAVERI,2000,Kharif,Maize,82099.0,339203.0
14922,Karnataka,HAVERI,2000,Kharif,Rice,54985.0,112869.0
14923,Karnataka,HAVERI,2000,Rabi,Maize,1164.0,2715.0
14924,Karnataka,HAVERI,2000,Summer,Maize,475.0,1336.0
14925,Karnataka,HAVERI,2000,Summer,Rice,1758.0,4506.0
14926,Karnataka,HAVERI,2000,Whole Year,Banana,571.0,10497.0
14927,Karnataka,HAVERI,2000,Whole Year,Coconut,660.0,3151.0
14928,Karnataka,HAVERI,2001,Kharif,Maize,80490.0,187534.0
14929,Karnataka,HAVERI,2001,Kharif,Rice,56369.0,27476.0
14930,Karnataka,HAVERI,2001,Rabi,Maize,927.0,2167.0
14931,Karnataka,HAVERI,2001,Summer,Maize,574.0,1510.0
14932,Karnataka,HAVERI,2001,Summer,Rice,1765.0,3493.0
14933,Karnataka,HAVERI,2001,Whole Year,Coconut,1297.0,6193.0
14934,Karnataka,HAVERI,2002,Kharif,Maize,103154.0,206334.0
14935,Karnataka,HAVERI,2002,Kharif,Rice,55222.0,23928.0
14936,Karnataka,HAVERI,2002,Rabi,Maize,870.0,2225.0
14937,Karnataka,HAVERI,2002,Rabi,Rice,53.0,111.0
14938,Karnataka,HAVERI,2002,Summer,Maize,466.0,1191.0
14939,Karnataka,HAVERI,2002,Summer,Rice,2098.0,3576.0
14940,Karnataka,HAVERI,2002,Whole Year,Banana,1501.0,38304.0
14941,Karnataka,HAVERI,2002,Whole Year,Coconut,1852.0,8843.0
14942,Karnataka,HAVERI,2002,Whole Year,Mango,994.0,8067.0
14943,Karnataka,HAVERI,2002,Whole Year,Papaya,15.0,39.0
14944,Karnataka,HAVERI,2003,Kharif,Maize,108212.0,115966.0
14945,Karnataka,HAVERI,2003,Kharif,Rice,35641.0,24198.0
14946,Karnataka,HAVERI,2003,Rabi,Maize,1369.0,2999.0
14947,Karnataka,HAVERI,2003,Summer,Maize,500.0,1259.0
14948,Karnataka,HAVERI,2003,Summer,Rice,1467.0,5385.0
14949,Karnataka,HAVERI,2003,Whole Year,Banana,862.0,35231.0
14950,Karnataka,HAVERI,2003,Whole Year,Coconut,1229.0,5868.0
14951,Karnataka,HAVERI,2003,Whole Year,Mango,613.0,4276.0
14952,Karnataka,HAVERI,2004,Kharif,Maize,132467.0,299230.0
14953,Karnataka,HAVERI,2004,Kharif,Rice,34035.0,43973.22
14954,Karnataka,HAVERI,2004,Rabi,Maize,432.0,1314.0
14955,Karnataka,HAVERI,2004,Summer,Maize,688.0,2105.0
14956,Karnataka,HAVERI,2004,Summer,Rice,3278.0,14664.0
14957,Karnataka,HAVERI,2004,Whole Year,Banana,942.0,36550.0
14958,Karnataka,HAVERI,2004,Whole Year,Coconut,1147.0,55319.81
14959,Karnataka,HAVERI,2005,Kharif,Maize,153167.0,360596.0
14960,Karnataka,HAVERI,2005,Kharif,Rice,26796.0,55400.0
14961,Karnataka,HAVERI,2005,Rabi,Maize,788.0,1802.0
14962,Karnataka,HAVERI,2005,Summer,Maize,885.0,2018.0
14963,Karnataka,HAVERI,2005,Summer,Rice,4621.0,14667.0
14964,Karnataka,HAVERI,2005,Whole Year,Banana,1199.0,41846.0
14965,Karnataka,HAVERI,2005,Whole Year,Coconut,974.0,4651.0
14966,Karnataka,HAVERI,2006,Kharif,Maize,127899.0,336397.0
14967,Karnataka,HAVERI,2006,Kharif,Rice,36385.0,68978.0
14968,Karnataka,HAVERI,2006,Rabi,Maize,1398.0,2426.0
14969,Karnataka,HAVERI,2006,Summer,Maize,1017.0,4196.0
14970,Karnataka,HAVERI,2006,Summer,Rice,3172.0,10719.0
14971,Karnataka,HAVERI,2006,Whole Year,Banana,1201.0,38731.0
14972,Karnataka,HAVERI,2006,Whole Year,Coconut,1058.0,5052.0
14973,Karnataka,HAVERI,2007,Kharif,Maize,137735.0,331828.0
14974,Karnataka,HAVERI,2007,Kharif,Rice,37740.0,92017.0
14975,Karnataka,HAVERI,2007,Rabi,Maize,1750.0,5120.0
14976,Karnataka,HAVERI,2007,Summer,Maize,1031.0,3147.0
14977,Karnataka,HAVERI,2007,Summer,Rice,4127.0,12395.0
14978,Karnataka,HAVERI,2007,Whole Year,Banana,1246.0,73996.0
14979,Karnataka,HAVERI,2007,Whole Year,Coconut,1123.0,5718.0
14980,Karnataka,HAVERI,2008,Kharif,Maize,120619.0,313857.0
14981,Karnataka,HAVERI,2008,Kharif,Rice,46954.0,56650.0
14982,Karnataka,HAVERI,2008,Rabi,Maize,2207.0,6508.0
14983,Karnataka,HAVERI,2008,Summer,Maize,1567.0,4985.0
14984,Karnataka,HAVERI,2008,Summer,Rice,4715.0,15131.0
14985,Karnataka,HAVERI,2008,Whole Year,Banana,1016.0,39199.0
14986,Karnataka,HAVERI,2008,Whole Year,Coconut,1148.0,5957.0
14987,Karnataka,HAVERI,2009,Kharif,Maize,120119.0,248755.0
14988,Karnataka,HAVERI,2009,Kharif,Rice,43936.0,47582.69
14989,Karnataka,HAVERI,2009,Rabi,Maize,3665.0,10735.0
14990,Karnataka,HAVERI,2009,Summer,Maize,2181.0,2930.0
14991,Karnataka,HAVERI,2009,Summer,Rice,6059.0,12652.0
14992,Karnataka,HAVERI,2009,Whole Year,Banana,1089.0,28219.0
14993,Karnataka,HAVERI,2009,Whole Year,Coconut,1243.0,5598.0
14994,Karnataka,HAVERI,2010,Kharif,Maize,129212.0,472631.0
14995,Karnataka,HAVERI,2010,Kharif,Rice,44996.0,89319.0
14996,Karnataka,HAVERI,2010,Rabi,Maize,3736.0,11877.0
14997,Karnataka,HAVERI,2010,Summer,Maize,2983.0,10559.0
14998,Karnataka,HAVERI,2010,Summer,Rice,5931.0,17833.0
14999,Karnataka,HAVERI,2010,Whole Year,Banana,1516.0,42166.0
15000,Karnataka,HAVERI,2010,Whole Year,Coconut,1287.0,12303.0
15001,Karnataka,HAVERI,2011,Kharif,Maize,128640.0,422394.0
15002,Karnataka,HAVERI,2011,Kharif,Rice,44761.0,102249.0
15003,Karnataka,HAVERI,2011,Rabi,Maize,6870.0,24040.0
15004,Karnataka,HAVERI,2011,Summer,Maize,3468.0,10408.0
15005,Karnataka,HAVERI,2011,Summer,Rice,4917.0,16340.0
15006,Karnataka,HAVERI,2011,Whole Year,Banana,1413.0,40820.0
15007,Karnataka,HAVERI,2011,Whole Year,Coconut,1290.0,12825.0
15008,Karnataka,HAVERI,2012,Kharif,Maize,163807.0,321971.0
15009,Karnataka,HAVERI,2012,Kharif,Rice,46099.0,37313.0
15010,Karnataka,HAVERI,2012,Rabi,Maize,5969.0,21457.0
15011,Karnataka,HAVERI,2012,Summer,Maize,3711.0,8387.0
15012,Karnataka,HAVERI,2012,Summer,Rice,4592.0,9301.0
15013,Karnataka,HAVERI,2012,Whole Year,Coconut,1394.0,13725.0
15014,Karnataka,HAVERI,2013,Kharif,Maize,147684.0,525142.0
15015,Karnataka,HAVERI,2013,Kharif,Rice,41051.0,101006.0
15016,Karnataka,HAVERI,2013,Rabi,Maize,6138.0,23307.0
15017,Karnataka,HAVERI,2013,Summer,Maize,3061.0,9148.0
15018,Karnataka,HAVERI,2013,Summer,Rice,7312.0,21110.0
15019,Karnataka,HAVERI,2013,Whole Year,Coconut,1395.0,11068.0
15020,Karnataka,HAVERI,2014,Kharif,Maize,137136.0,382369.0
15021,Karnataka,HAVERI,2014,Kharif,Rice,39894.0,99031.0
15022,Karnataka,HAVERI,2014,Rabi,Maize,7944.0,28768.0
15023,Karnataka,HAVERI,2014,Summer,Maize,3124.0,9571.0
15024,Karnataka,HAVERI,2014,Summer,Rice,6285.0,19345.0
15025,Karnataka,HAVERI,2014,Whole Year,Coconut,1360.0,12136.0
15026,Karnataka,KODAGU,1997,Kharif,Maize,1510.0,3295.0
15027,Karnataka,KODAGU,1997,Kharif,Rice,39414.0,87476.0
15028,Karnataka,KODAGU,1997,Rabi,Rice,83.0,180.0
15029,Karnataka,KODAGU,1997,Summer,Maize,40.0,88.0
15030,Karnataka,KODAGU,1997,Summer,Rice,835.0,2380.0
15031,Karnataka,KODAGU,1998,Kharif,Maize,1495.0,5800.0
15032,Karnataka,KODAGU,1998,Kharif,Rice,40092.0,83315.0
15033,Karnataka,KODAGU,1998,Rabi,Rice,24.0,52.0
15034,Karnataka,KODAGU,1998,Summer,Rice,550.0,1775.0
15035,Karnataka,KODAGU,1998,Whole Year,Coconut,776.0,3708.0
15036,Karnataka,KODAGU,1999,Kharif,Maize,1506.0,3477.0
15037,Karnataka,KODAGU,1999,Kharif,Rice,36166.0,83189.0
15038,Karnataka,KODAGU,1999,Rabi,Rice,25.0,53.0
15039,Karnataka,KODAGU,1999,Summer,Rice,250.0,750.0
15040,Karnataka,KODAGU,1999,Whole Year,Banana,171.0,4012.0
15041,Karnataka,KODAGU,1999,Whole Year,Coconut,1038.0,4959.0
15042,Karnataka,KODAGU,2000,Kharif,Maize,1640.0,5422.0
15043,Karnataka,KODAGU,2000,Kharif,Rice,36441.0,83597.0
15044,Karnataka,KODAGU,2000,Rabi,Rice,5.0,11.0
15045,Karnataka,KODAGU,2000,Summer,Maize,5.0,14.0
15046,Karnataka,KODAGU,2000,Summer,Rice,509.0,1449.0
15047,Karnataka,KODAGU,2000,Whole Year,Banana,195.0,3585.0
15048,Karnataka,KODAGU,2000,Whole Year,Coconut,1055.0,5041.0
15049,Karnataka,KODAGU,2001,Kharif,Maize,2334.0,10018.0
15050,Karnataka,KODAGU,2001,Kharif,Rice,35742.0,89223.0
15051,Karnataka,KODAGU,2001,Rabi,Rice,11.0,21.0
15052,Karnataka,KODAGU,2001,Summer,Maize,30.0,79.0
15053,Karnataka,KODAGU,2001,Summer,Rice,511.0,1288.0
15054,Karnataka,KODAGU,2001,Whole Year,Coconut,1338.0,6393.0
15055,Karnataka,KODAGU,2002,Kharif,Maize,2430.0,9776.0
15056,Karnataka,KODAGU,2002,Kharif,Rice,35248.0,69729.0
15057,Karnataka,KODAGU,2002,Rabi,Rice,9.0,19.0
15058,Karnataka,KODAGU,2002,Summer,Maize,36.0,91.0
15059,Karnataka,KODAGU,2002,Summer,Rice,90.0,226.0
15060,Karnataka,KODAGU,2002,Whole Year,Banana,613.0,8188.0
15061,Karnataka,KODAGU,2002,Whole Year,Coconut,1285.0,6139.0
15062,Karnataka,KODAGU,2002,Whole Year,Mango,72.0,305.0
15063,Karnataka,KODAGU,2003,Kharif,Maize,2347.0,10551.0
15064,Karnataka,KODAGU,2003,Kharif,Rice,35917.0,71460.0
15065,Karnataka,KODAGU,2003,Rabi,Rice,12.0,36.0
15066,Karnataka,KODAGU,2003,Summer,Maize,35.0,88.0
15067,Karnataka,KODAGU,2003,Summer,Rice,177.0,679.0
15068,Karnataka,KODAGU,2003,Whole Year,Banana,164.0,510.0
15069,Karnataka,KODAGU,2003,Whole Year,Coconut,1292.0,6173.0
15070,Karnataka,KODAGU,2003,Whole Year,Mango,38.0,108.0
15071,Karnataka,KODAGU,2004,Kharif,Maize,2700.0,11176.0
15072,Karnataka,KODAGU,2004,Kharif,Rice,36049.0,84246.51
15073,Karnataka,KODAGU,2004,Rabi,Maize,50.0,150.0
15074,Karnataka,KODAGU,2004,Rabi,Rice,25.0,84.0
15075,Karnataka,KODAGU,2004,Summer,Maize,125.0,382.0
15076,Karnataka,KODAGU,2004,Summer,Rice,1154.0,4989.0
15077,Karnataka,KODAGU,2004,Whole Year,Banana,547.0,9767.0
15078,Karnataka,KODAGU,2004,Whole Year,Coconut,1331.0,64234.06
15079,Karnataka,KODAGU,2005,Kharif,Maize,1850.0,10172.0
15080,Karnataka,KODAGU,2005,Kharif,Rice,34276.0,78998.0
15081,Karnataka,KODAGU,2005,Rabi,Rice,65.0,144.0
15082,Karnataka,KODAGU,2005,Summer,Maize,490.0,1515.0
15083,Karnataka,KODAGU,2005,Summer,Rice,965.0,2074.0
15084,Karnataka,KODAGU,2005,Whole Year,Banana,563.0,7440.0
15085,Karnataka,KODAGU,2005,Whole Year,Coconut,1386.0,6622.0
15086,Karnataka,KODAGU,2006,Kharif,Maize,2500.0,11428.0
15087,Karnataka,KODAGU,2006,Kharif,Rice,34298.0,84576.0
15088,Karnataka,KODAGU,2006,Rabi,Maize,50.0,158.0
15089,Karnataka,KODAGU,2006,Rabi,Rice,15.0,34.0
15090,Karnataka,KODAGU,2006,Summer,Maize,100.0,320.0
15091,Karnataka,KODAGU,2006,Summer,Rice,307.0,707.0
15092,Karnataka,KODAGU,2006,Whole Year,Banana,499.0,2376.0
15093,Karnataka,KODAGU,2006,Whole Year,Coconut,2076.0,9919.0
15094,Karnataka,KODAGU,2007,Kharif,Maize,2685.0,11389.0
15095,Karnataka,KODAGU,2007,Kharif,Rice,36752.0,94257.0
15096,Karnataka,KODAGU,2007,Rabi,Maize,45.0,161.0
15097,Karnataka,KODAGU,2007,Rabi,Rice,25.0,54.0
15098,Karnataka,KODAGU,2007,Summer,Maize,410.0,1324.0
15099,Karnataka,KODAGU,2007,Summer,Rice,421.0,1165.0
15100,Karnataka,KODAGU,2007,Whole Year,Banana,1564.0,8940.0
15101,Karnataka,KODAGU,2007,Whole Year,Coconut,1872.0,9531.0
15102,Karnataka,KODAGU,2008,Kharif,Maize,3015.0,14351.0
15103,Karnataka,KODAGU,2008,Kharif,Rice,34881.0,83505.11
15104,Karnataka,KODAGU,2008,Rabi,Maize,146.0,460.0
15105,Karnataka,KODAGU,2008,Rabi,Rice,20.0,44.0
15106,Karnataka,KODAGU,2008,Summer,Maize,645.0,2029.0
15107,Karnataka,KODAGU,2008,Summer,Rice,461.0,1162.0
15108,Karnataka,KODAGU,2008,Whole Year,Banana,1541.0,9973.0
15109,Karnataka,KODAGU,2008,Whole Year,Coconut,1879.0,12873.0
15110,Karnataka,KODAGU,2009,Kharif,Maize,3336.0,15753.0
15111,Karnataka,KODAGU,2009,Kharif,Rice,34632.0,84554.03
